Trade Date,Posted Date,Settle Date,Transaction Type,Security,Ticker Symbol,CUSIP,Quantity,Value,Currency,Paid to (from),Fees,Price Per Share,Principal Factor,Ex-Date
2020-07-20,2020-07-20,2020-07-22,Asset Sold,Vanguard FTSE Developed Markets ETF,VEA,921943858,-200.0,8110.82,USD,Cash,0.18,40.555,,
2020-07-17,2020-07-17,2020-07-17,Withdrawal,USD,,,-75000.0,-75000.0,USD,,,,,
2020-07-17,2020-07-17,2020-07-17,Cash Dividend,Cerner Corp,CERN,156782104,0.0,31.5,USD,Cash,,,,2020-06-04
2020-07-15,2020-07-16,2020-07-15,Interest Received,USD,,,0.45,0.45,USD,Cash,,,,
2020-07-15,2020-07-16,2020-07-15,Interest Received,USD,,,0.04,0.04,USD,Cash,,,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,iShares MSCI EAFE Growth ETF,EFG,464288885,-100.0,8726.81,USD,Cash,0.19,87.27,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Microsoft Corp,MSFT,594918104,-75.0,15713.71,USD,Cash,0.35,209.52079999999998,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Apple Inc,AAPL,037833100,-50.0,19696.31,USD,Cash,0.44,393.935,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Adobe Inc,ADBE,00724F101,-10.0,4347.5,USD,Cash,0.1,434.76000000000005,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Home Depot Inc,HD,437076102,-25.0,6500.11,USD,Cash,0.14,260.01,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Discover Finl S,DFS,254709108,-60.0,2965.73,USD,Cash,0.07,49.43,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,WalMart Inc,WMT,931142103,-75.0,9849.59,USD,Cash,0.22,131.33079999999998,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,J P Morgan Chase & Co,JPM,46625H100,-60.0,6034.07,USD,Cash,0.13,100.57,,
2020-07-15,2020-07-15,2020-07-15,Cash Dividend,Schwab Value Advantage Money Fund,SWVXX,808515605,0.0,21.31,USD,Cash,,,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Vanguard FTSE Developed Markets ETF,VEA,921943858,-100.0,4058.41,USD,Cash,0.09,40.585,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Eastman Chemical Co,EMN,277432100,-50.0,3750.67,USD,Cash,0.08,75.015,,
2020-07-15,2020-07-15,2020-07-17,Asset Sold,Prudential Finl,PRU,744320102,-60.0,3806.92,USD,Cash,0.08,63.45,,
2020-07-10,2020-07-10,2020-07-10,Cash Dividend,Eastman Chemical Co,EMN,277432100,0.0,330.0,USD,Cash,,,,2020-06-12
2020-07-10,2020-07-10,2020-07-10,Withdrawal,USD,,,-367500.0,-367500.0,USD,,,,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Comcast Corp Class                  A,CMCSA,20030N101,-150.0,5993.12,USD,Cash,0.13,39.955,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Vanguard FTSE Developed Markets ETF,VEA,921943858,-1000.0,39434.13,USD,Cash,0.87,39.435,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Adobe Inc,ADBE,00724F101,-10.0,4535.2,USD,Cash,0.1,453.53000000000003,,
2020-07-08,2020-07-08,2020-07-09,Asset Sold,Schwab Value Advantage Money Fund,SWVXX,808515605,-260000.0,260000.0,USD,Cash,,1.0,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Walt Disney Co,DIS,254687106,-50.0,5656.62,USD,Cash,0.13,113.135,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,L3harris Technologies In,LHX,502431109,-50.0,8336.32,USD,Cash,0.18,166.73,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Intel Corp,INTC,458140100,-250.0,14550.93,USD,Cash,0.32,58.205,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,J P Morgan Chase & Co,JPM,46625H100,-100.0,9224.8,USD,Cash,0.2,92.25,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Microsoft Corp,MSFT,594918104,-50.0,10506.02,USD,Cash,0.23,210.125,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Verizon Communicatn,VZ,92343V104,-100.0,5510.38,USD,Cash,0.12,55.105,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Home Depot Inc,HD,437076102,-60.0,14941.47,USD,Cash,0.33,249.03,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Becton Dickinson&co,BDX,075887109,-25.0,6298.86,USD,Cash,0.14,251.96,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Norfolk Southern Co,NSC,655844108,-25.0,4338.78,USD,Cash,0.1,173.5552,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Kroger Co,KR,501044101,-100.0,3354.1099999999997,USD,Cash,0.07,33.541799999999995,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Discover Finl S,DFS,254709108,-150.0,7199.09,USD,Cash,0.16,47.995,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Chevron Corp,CVX,166764100,-50.0,4306.15,USD,Cash,0.1,86.125,,
2020-07-08,2020-07-08,2020-07-10,Asset Sold,Change Healthcare Inc,CHNG,15912K100,-171.0,1805.72,USD,Cash,0.04,10.56,,
2020-07-07,2020-07-07,2020-07-07,Cash Dividend,Merck & Co. Inc.,MRK,58933Y105,0.0,122.0,USD,Cash,,,,2020-06-12
2020-07-02,2020-07-02,2020-07-07,Asset Sold,Kroger Co,KR,501044101,-200.0,6780.85,USD,Cash,0.15,33.905,,
2020-07-01,2020-07-01,2020-07-01,Management Fee,Holding Account,,,0.0,-1204.46,USD,(Cash),,,,
2020-07-01,2020-07-01,2020-07-01,Cash Dividend,Nike Inc Class                  B,NKE,654106103,0.0,55.13,USD,Cash,,,,2020-05-29
2020-07-01,2020-07-01,2020-07-01,Cash Dividend,Mckesson Corp Exchange Offer,MCK,58155Q103,0.0,34.85,USD,Cash,,,,2020-05-29
