Owned_Name,Owned_Type,Date,Price,Currency,Principal_Factor
Home Depot Inc,Stock,8/2/2020,265.49,USD,-
Intel Corp,Stock,8/2/2020,47.73,USD,-
iShares Core S&P Mid Cap ETF,ETF,8/2/2020,185.93,USD,-
iShares MSCI EAFE Growth ETF,ETF,8/2/2020,86.42,USD,-
iShares MSCI Emerging Markets ETF,ETF,8/2/2020,43.29,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,8/2/2020,100.67,USD,-
J P Morgan Chase & Co,Stock,8/2/2020,96.64,USD,-
Jabil Circuit Inc,Stock,8/2/2020,0.0,USD,-
Johnson & Johnson,Stock,8/2/2020,145.76,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,8/2/2020,0.0,USD,-
Kroger Co,Stock,8/2/2020,34.79,USD,-
L3harris Technologies In,Stock,8/2/2020,168.32999999999996,USD,-
Marathon Pete Corp,Stock,8/2/2020,38.2,USD,-
Masco Corp,Stock,8/2/2020,57.295,USD,-
Mastercard Inc Class                  A,Stock,8/2/2020,308.93,USD,-
Mckesson Corp Exchange Offer,Stock,8/2/2020,150.16,USD,-
Merck & Co. Inc.,Stock,8/2/2020,80.24,USD,-
Microsoft Corp,Stock,8/2/2020,205.01,USD,-
Nike Inc Class                  B,Stock,8/2/2020,97.61,USD,-
Norfolk Southern Co,Stock,8/2/2020,192.21,USD,-
Procter & Gamble,Stock,8/2/2020,131.9107,USD,-
Prudential Finl,Stock,8/2/2020,63.37,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,8/2/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,8/2/2020,50.42,USD,-
Starbucks Corp,Stock,8/2/2020,76.53,USD,-
United Parcel SRVC Class                  B,Stock,8/2/2020,142.76,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,8/2/2020,1077.2622,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,8/2/2020,1024.1789,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,8/2/2020,1048.7988666666663,USD,1
Vanguard FTSE Developed Markets ETF,ETF,8/2/2020,39.81,USD,-
Verizon Communicatn,Stock,8/2/2020,58.095,USD,-
Virginia State Res  5%22 **Partial**,Bond,8/2/2020,1121.2388888888886,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,8/2/2020,1118.278,USD,1
VMware Inc Class A,Stock,8/2/2020,0.0,USD,-
WalMart Inc,Stock,8/2/2020,129.4,USD,-
Walt Disney Co,Stock,8/2/2020,116.94,USD,-
Abbvie Inc,Stock,8/3/2020,97.12,USD,-
Adobe Inc,Stock,8/3/2020,447.97,USD,-
Agilent Technologies,Stock,8/3/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,8/3/2020,257.94,USD,-
Alphabet Inc. Class                  A,Stock,8/3/2020,1482.76,USD,-
Amgen Inc.,Stock,8/3/2020,247.36,USD,-
Apple Inc,Stock,8/3/2020,435.75,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,8/3/2020,1109.9322,USD,1
Bank Of America Corp,Stock,8/3/2020,24.99,USD,-
Becton Dickinson&co,Stock,8/3/2020,283.68,USD,-
BlackRock Inc,Stock,8/3/2020,579.95,USD,-
Borgwarner Inc Com,Stock,8/3/2020,0.0,USD,-
Boston Scientific Co,Stock,8/3/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,8/3/2020,0.0,USD,-
Broadcom Inc,Stock,8/3/2020,0.0,USD,-
Cash,Cash,8/3/2020,1.0,USD,-
Cerner Corp,Stock,8/3/2020,68.82,USD,-
Change Healthcare Inc,Stock,8/3/2020,0.0,USD,-
Charles Schwab Corp,Stock,8/3/2020,33.34,USD,-
Chevron Corp,Stock,8/3/2020,84.81,USD,-
CIGNA Corp,Stock,8/3/2020,173.0,USD,-
Cisco Systems Inc,Stock,8/3/2020,47.16,USD,-
Comcast Corp Class                  A,Stock,8/3/2020,42.88,USD,-
Cummins Inc,Stock,8/3/2020,195.31,USD,-
Discover Finl S,Stock,8/3/2020,49.5,USD,-
Eastman Chemical Co,Stock,8/3/2020,75.17,USD,-
Emerson Electric Co,Stock,8/3/2020,62.77,USD,-
Exxon Mobil Corp,Stock,8/3/2020,42.25,USD,-
Facebook Inc Class                  A,Stock,8/3/2020,251.96,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,8/3/2020,1170.2344,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,8/3/2020,1169.8211,USD,1
Home Depot Inc,Stock,8/3/2020,266.18,USD,-
Intel Corp,Stock,8/3/2020,48.3,USD,-
iShares Core S&P Mid Cap ETF,ETF,8/3/2020,188.12,USD,-
iShares MSCI EAFE Growth ETF,ETF,8/3/2020,88.04,USD,-
iShares MSCI Emerging Markets ETF,ETF,8/3/2020,43.59,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,8/3/2020,101.02,USD,-
J P Morgan Chase & Co,Stock,8/3/2020,96.1,USD,-
Jabil Circuit Inc,Stock,8/3/2020,0.0,USD,-
Johnson & Johnson,Stock,8/3/2020,147.35,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,8/3/2020,0.0,USD,-
Kroger Co,Stock,8/3/2020,35.1,USD,-
L3harris Technologies In,Stock,8/3/2020,167.88,USD,-
Marathon Pete Corp,Stock,8/3/2020,38.57,USD,-
Masco Corp,Stock,8/3/2020,57.855,USD,-
Mastercard Inc Class                  A,Stock,8/3/2020,312.99,USD,-
Mckesson Corp Exchange Offer,Stock,8/3/2020,159.9,USD,-
Merck & Co. Inc.,Stock,8/3/2020,82.54,USD,-
Microsoft Corp,Stock,8/3/2020,216.54,USD,-
Nike Inc Class                  B,Stock,8/3/2020,98.33,USD,-
Norfolk Southern Co,Stock,8/3/2020,190.47,USD,-
Procter & Gamble,Stock,8/3/2020,132.0807,USD,-
Prudential Finl,Stock,8/3/2020,64.43,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,8/3/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,8/3/2020,50.84,USD,-
Starbucks Corp,Stock,8/3/2020,75.5,USD,-
United Parcel SRVC Class                  B,Stock,8/3/2020,142.18,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,8/3/2020,1077.4333333333334,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,8/3/2020,1024.1878,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,8/3/2020,1048.7978,USD,1
Vanguard FTSE Developed Markets ETF,ETF,8/3/2020,40.5,USD,-
Verizon Communicatn,Stock,8/3/2020,57.24,USD,-
Virginia State Res  5%22 **Partial**,Bond,8/3/2020,1121.2377777777776,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,8/3/2020,1118.518,USD,1
VMware Inc Class A,Stock,8/3/2020,0.0,USD,-
WalMart Inc,Stock,8/3/2020,129.3,USD,-
Walt Disney Co,Stock,8/3/2020,116.35,USD,-
Abbvie Inc,Stock,8/4/2020,95.47,USD,-
Adobe Inc,Stock,8/4/2020,446.92,USD,-
Agilent Technologies,Stock,8/4/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,8/4/2020,262.2,USD,-
Alphabet Inc. Class                  A,Stock,8/4/2020,1473.3,USD,-
Amgen Inc.,Stock,8/4/2020,243.59,USD,-
Apple Inc,Stock,8/4/2020,438.66,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,8/4/2020,1110.3333,USD,1
Bank Of America Corp,Stock,8/4/2020,25.01,USD,-
Becton Dickinson&co,Stock,8/4/2020,282.86,USD,-
BlackRock Inc,Stock,8/4/2020,571.0400000000002,USD,-
Borgwarner Inc Com,Stock,8/4/2020,0.0,USD,-
Boston Scientific Co,Stock,8/4/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,8/4/2020,0.0,USD,-
Broadcom Inc,Stock,8/4/2020,0.0,USD,-
Cash,Cash,8/4/2020,1.0,USD,-
Cerner Corp,Stock,8/4/2020,68.91,USD,-
Change Healthcare Inc,Stock,8/4/2020,0.0,USD,-
Charles Schwab Corp,Stock,8/4/2020,33.95,USD,-
Chevron Corp,Stock,8/4/2020,86.49,USD,-
CIGNA Corp,Stock,8/4/2020,173.5,USD,-
Cisco Systems Inc,Stock,8/4/2020,47.67,USD,-
Comcast Corp Class                  A,Stock,8/4/2020,43.21,USD,-
Cummins Inc,Stock,8/4/2020,193.01,USD,-
Discover Finl S,Stock,8/4/2020,48.72,USD,-
Eastman Chemical Co,Stock,8/4/2020,71.08,USD,-
Emerson Electric Co,Stock,8/4/2020,61.93,USD,-
Exxon Mobil Corp,Stock,8/4/2020,43.47,USD,-
Facebook Inc Class                  A,Stock,8/4/2020,249.83,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,8/4/2020,1170.4633,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,8/4/2020,1170.04,USD,1
Home Depot Inc,Stock,8/4/2020,267.87,USD,-
Intel Corp,Stock,8/4/2020,49.13,USD,-
iShares Core S&P Mid Cap ETF,ETF,8/4/2020,189.14,USD,-
iShares MSCI EAFE Growth ETF,ETF,8/4/2020,88.07,USD,-
iShares MSCI Emerging Markets ETF,ETF,8/4/2020,44.17,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,8/4/2020,101.39,USD,-
J P Morgan Chase & Co,Stock,8/4/2020,95.55,USD,-
Jabil Circuit Inc,Stock,8/4/2020,0.0,USD,-
Johnson & Johnson,Stock,8/4/2020,147.22,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,8/4/2020,0.0,USD,-
Kroger Co,Stock,8/4/2020,35.39,USD,-
L3harris Technologies In,Stock,8/4/2020,167.29000000000005,USD,-
Marathon Pete Corp,Stock,8/4/2020,37.69,USD,-
Masco Corp,Stock,8/4/2020,57.395,USD,-
Mastercard Inc Class                  A,Stock,8/4/2020,314.79,USD,-
Mckesson Corp Exchange Offer,Stock,8/4/2020,157.02,USD,-
Merck & Co. Inc.,Stock,8/4/2020,81.67,USD,-
Microsoft Corp,Stock,8/4/2020,213.29,USD,-
Nike Inc Class                  B,Stock,8/4/2020,97.33,USD,-
Norfolk Southern Co,Stock,8/4/2020,192.39,USD,-
Procter & Gamble,Stock,8/4/2020,134.5807,USD,-
Prudential Finl,Stock,8/4/2020,63.28,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,8/4/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,8/4/2020,51.35,USD,-
Starbucks Corp,Stock,8/4/2020,75.13,USD,-
United Parcel SRVC Class                  B,Stock,8/4/2020,144.72,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,8/4/2020,1077.2644666666667,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,8/4/2020,1024.2167,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,8/4/2020,1048.9066666666668,USD,1
Vanguard FTSE Developed Markets ETF,ETF,8/4/2020,40.82,USD,-
Verizon Communicatn,Stock,8/4/2020,57.91,USD,-
Virginia State Res  5%22 **Partial**,Bond,8/4/2020,1121.6166666666666,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,8/4/2020,1118.526,USD,1
VMware Inc Class A,Stock,8/4/2020,0.0,USD,-
WalMart Inc,Stock,8/4/2020,131.64,USD,-
Walt Disney Co,Stock,8/4/2020,117.29,USD,-
Abbvie Inc,Stock,8/5/2020,94.43,USD,-
Adobe Inc,Stock,8/5/2020,449.51,USD,-
Agilent Technologies,Stock,8/5/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,8/5/2020,264.91,USD,-
Alphabet Inc. Class                  A,Stock,8/5/2020,1479.09,USD,-
Amgen Inc.,Stock,8/5/2020,241.47000000000003,USD,-
Apple Inc,Stock,8/5/2020,440.25,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,8/5/2020,1110.7044,USD,1
Bank Of America Corp,Stock,8/5/2020,25.39,USD,-
Becton Dickinson&co,Stock,8/5/2020,283.43,USD,-
BlackRock Inc,Stock,8/5/2020,582.15,USD,-
Borgwarner Inc Com,Stock,8/5/2020,0.0,USD,-
Boston Scientific Co,Stock,8/5/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,8/5/2020,0.0,USD,-
Broadcom Inc,Stock,8/5/2020,0.0,USD,-
Cash,Cash,8/5/2020,1.0,USD,-
Cerner Corp,Stock,8/5/2020,69.31,USD,-
Change Healthcare Inc,Stock,8/5/2020,0.0,USD,-
Charles Schwab Corp,Stock,8/5/2020,34.2,USD,-
Chevron Corp,Stock,8/5/2020,87.2,USD,-
CIGNA Corp,Stock,8/5/2020,174.87,USD,-
Cisco Systems Inc,Stock,8/5/2020,47.33,USD,-
Comcast Corp Class                  A,Stock,8/5/2020,42.29,USD,-
Cummins Inc,Stock,8/5/2020,198.34,USD,-
Discover Finl S,Stock,8/5/2020,50.45,USD,-
Eastman Chemical Co,Stock,8/5/2020,72.56,USD,-
Emerson Electric Co,Stock,8/5/2020,64.69,USD,-
Exxon Mobil Corp,Stock,8/5/2020,43.85,USD,-
Facebook Inc Class                  A,Stock,8/5/2020,249.12,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,8/5/2020,1170.7122,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,8/5/2020,1170.2789,USD,1
Home Depot Inc,Stock,8/5/2020,267.48,USD,-
Intel Corp,Stock,8/5/2020,48.92,USD,-
iShares Core S&P Mid Cap ETF,ETF,8/5/2020,191.77,USD,-
iShares MSCI EAFE Growth ETF,ETF,8/5/2020,88.25,USD,-
iShares MSCI Emerging Markets ETF,ETF,8/5/2020,44.65,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,8/5/2020,102.38,USD,-
J P Morgan Chase & Co,Stock,8/5/2020,97.21,USD,-
Jabil Circuit Inc,Stock,8/5/2020,0.0,USD,-
Johnson & Johnson,Stock,8/5/2020,148.4,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,8/5/2020,0.0,USD,-
Kroger Co,Stock,8/5/2020,35.09,USD,-
L3harris Technologies In,Stock,8/5/2020,172.14,USD,-
Marathon Pete Corp,Stock,8/5/2020,36.43,USD,-
Masco Corp,Stock,8/5/2020,57.225,USD,-
Mastercard Inc Class                  A,Stock,8/5/2020,328.4,USD,-
Mckesson Corp Exchange Offer,Stock,8/5/2020,153.67000000000004,USD,-
Merck & Co. Inc.,Stock,8/5/2020,81.64,USD,-
Microsoft Corp,Stock,8/5/2020,212.94,USD,-
Nike Inc Class                  B,Stock,8/5/2020,100.94,USD,-
Norfolk Southern Co,Stock,8/5/2020,193.06,USD,-
Procter & Gamble,Stock,8/5/2020,134.23069999999998,USD,-
Prudential Finl,Stock,8/5/2020,67.2,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,8/5/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,8/5/2020,52.69,USD,-
Starbucks Corp,Stock,8/5/2020,75.78,USD,-
United Parcel SRVC Class                  B,Stock,8/5/2020,145.08,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,8/5/2020,1077.2755333333332,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,8/5/2020,1024.2156,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,8/5/2020,1048.9055333333333,USD,1
Vanguard FTSE Developed Markets ETF,ETF,8/5/2020,41.04,USD,-
Verizon Communicatn,Stock,8/5/2020,57.54,USD,-
Virginia State Res  5%22 **Partial**,Bond,8/5/2020,1121.7555555555555,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,8/5/2020,1118.536,USD,1
VMware Inc Class A,Stock,8/5/2020,0.0,USD,-
WalMart Inc,Stock,8/5/2020,129.81,USD,-
Walt Disney Co,Stock,8/5/2020,127.61,USD,-
Abbvie Inc,Stock,8/6/2020,93.75,USD,-
Adobe Inc,Stock,8/6/2020,464.11,USD,-
Agilent Technologies,Stock,8/6/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,8/6/2020,265.68,USD,-
Alphabet Inc. Class                  A,Stock,8/6/2020,1504.95,USD,-
Amgen Inc.,Stock,8/6/2020,241.55,USD,-
Apple Inc,Stock,8/6/2020,455.61,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,8/6/2020,1111.1356,USD,1
Bank Of America Corp,Stock,8/6/2020,25.47,USD,-
Becton Dickinson&co,Stock,8/6/2020,259.61,USD,-
BlackRock Inc,Stock,8/6/2020,582.23,USD,-
Borgwarner Inc Com,Stock,8/6/2020,0.0,USD,-
Boston Scientific Co,Stock,8/6/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,8/6/2020,0.0,USD,-
Broadcom Inc,Stock,8/6/2020,0.0,USD,-
Cash,Cash,8/6/2020,1.0,USD,-
Cerner Corp,Stock,8/6/2020,69.95,USD,-
Change Healthcare Inc,Stock,8/6/2020,0.0,USD,-
Charles Schwab Corp,Stock,8/6/2020,33.32,USD,-
Chevron Corp,Stock,8/6/2020,87.47,USD,-
CIGNA Corp,Stock,8/6/2020,173.07,USD,-
Cisco Systems Inc,Stock,8/6/2020,47.77,USD,-
Comcast Corp Class                  A,Stock,8/6/2020,42.87,USD,-
Cummins Inc,Stock,8/6/2020,196.22,USD,-
Discover Finl S,Stock,8/6/2020,50.11000000000001,USD,-
Eastman Chemical Co,Stock,8/6/2020,71.92,USD,-
Emerson Electric Co,Stock,8/6/2020,65.12,USD,-
Exxon Mobil Corp,Stock,8/6/2020,43.64,USD,-
Facebook Inc Class                  A,Stock,8/6/2020,265.28,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,8/6/2020,1171.0311,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,8/6/2020,1170.5878,USD,1
Home Depot Inc,Stock,8/6/2020,269.37,USD,-
Intel Corp,Stock,8/6/2020,48.9,USD,-
iShares Core S&P Mid Cap ETF,ETF,8/6/2020,191.25,USD,-
iShares MSCI EAFE Growth ETF,ETF,8/6/2020,88.38,USD,-
iShares MSCI Emerging Markets ETF,ETF,8/6/2020,44.79,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,8/6/2020,102.99,USD,-
J P Morgan Chase & Co,Stock,8/6/2020,97.24,USD,-
Jabil Circuit Inc,Stock,8/6/2020,0.0,USD,-
Johnson & Johnson,Stock,8/6/2020,147.55,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,8/6/2020,0.0,USD,-
Kroger Co,Stock,8/6/2020,35.03,USD,-
L3harris Technologies In,Stock,8/6/2020,173.67000000000004,USD,-
Marathon Pete Corp,Stock,8/6/2020,35.73,USD,-
Masco Corp,Stock,8/6/2020,57.565,USD,-
Mastercard Inc Class                  A,Stock,8/6/2020,330.54,USD,-
Mckesson Corp Exchange Offer,Stock,8/6/2020,151.75,USD,-
Merck & Co. Inc.,Stock,8/6/2020,81.05,USD,-
Microsoft Corp,Stock,8/6/2020,216.35,USD,-
Nike Inc Class                  B,Stock,8/6/2020,100.45,USD,-
Norfolk Southern Co,Stock,8/6/2020,196.71,USD,-
Procter & Gamble,Stock,8/6/2020,133.5007,USD,-
Prudential Finl,Stock,8/6/2020,64.65,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,8/6/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,8/6/2020,52.34,USD,-
Starbucks Corp,Stock,8/6/2020,76.07,USD,-
United Parcel SRVC Class                  B,Stock,8/6/2020,145.47,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,8/6/2020,1077.3966666666668,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,8/6/2020,1024.0044,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,8/6/2020,1048.8344666666667,USD,1
Vanguard FTSE Developed Markets ETF,ETF,8/6/2020,41.13,USD,-
Verizon Communicatn,Stock,8/6/2020,57.83,USD,-
Virginia State Res  5%22 **Partial**,Bond,8/6/2020,1121.8844444444444,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,8/6/2020,1118.754,USD,1
VMware Inc Class A,Stock,8/6/2020,0.0,USD,-
WalMart Inc,Stock,8/6/2020,129.35,USD,-
Walt Disney Co,Stock,8/6/2020,130.82,USD,-
Abbvie Inc,Stock,8/7/2020,94.1,USD,-
Adobe Inc,Stock,8/7/2020,449.57,USD,-
Agilent Technologies,Stock,8/7/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,8/7/2020,252.1,USD,-
Alphabet Inc. Class                  A,Stock,8/7/2020,1498.37,USD,-
Amgen Inc.,Stock,8/7/2020,240.69,USD,-
Apple Inc,Stock,8/7/2020,445.27,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,8/7/2020,1111.4667,USD,1
Bank Of America Corp,Stock,8/7/2020,26.11,USD,-
Becton Dickinson&co,Stock,8/7/2020,256.41,USD,-
BlackRock Inc,Stock,8/7/2020,588.19,USD,-
Borgwarner Inc Com,Stock,8/7/2020,0.0,USD,-
Boston Scientific Co,Stock,8/7/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,8/7/2020,0.0,USD,-
Broadcom Inc,Stock,8/7/2020,0.0,USD,-
Cash,Cash,8/7/2020,1.0,USD,-
Cerner Corp,Stock,8/7/2020,70.04,USD,-
Change Healthcare Inc,Stock,8/7/2020,0.0,USD,-
Charles Schwab Corp,Stock,8/7/2020,34.22,USD,-
Chevron Corp,Stock,8/7/2020,86.8,USD,-
CIGNA Corp,Stock,8/7/2020,178.19,USD,-
Cisco Systems Inc,Stock,8/7/2020,47.43,USD,-
Comcast Corp Class                  A,Stock,8/7/2020,42.81,USD,-
Cummins Inc,Stock,8/7/2020,199.27,USD,-
Discover Finl S,Stock,8/7/2020,51.38999999999999,USD,-
Eastman Chemical Co,Stock,8/7/2020,73.06,USD,-
Emerson Electric Co,Stock,8/7/2020,66.37,USD,-
Exxon Mobil Corp,Stock,8/7/2020,43.44,USD,-
Facebook Inc Class                  A,Stock,8/7/2020,268.44,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,8/7/2020,1171.12,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,8/7/2020,1171.0067,USD,1
Home Depot Inc,Stock,8/7/2020,271.64,USD,-
Intel Corp,Stock,8/7/2020,48.36,USD,-
iShares Core S&P Mid Cap ETF,ETF,8/7/2020,193.52,USD,-
iShares MSCI EAFE Growth ETF,ETF,8/7/2020,88.03,USD,-
iShares MSCI Emerging Markets ETF,ETF,8/7/2020,43.87,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,8/7/2020,103.27,USD,-
J P Morgan Chase & Co,Stock,8/7/2020,99.38,USD,-
Jabil Circuit Inc,Stock,8/7/2020,0.0,USD,-
Johnson & Johnson,Stock,8/7/2020,148.6,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,8/7/2020,0.0,USD,-
Kroger Co,Stock,8/7/2020,35.24,USD,-
L3harris Technologies In,Stock,8/7/2020,175.64,USD,-
Marathon Pete Corp,Stock,8/7/2020,36.67,USD,-
Masco Corp,Stock,8/7/2020,58.305,USD,-
Mastercard Inc Class                  A,Stock,8/7/2020,328.02,USD,-
Mckesson Corp Exchange Offer,Stock,8/7/2020,152.0,USD,-
Merck & Co. Inc.,Stock,8/7/2020,81.02,USD,-
Microsoft Corp,Stock,8/7/2020,212.48,USD,-
Nike Inc Class                  B,Stock,8/7/2020,101.86,USD,-
Norfolk Southern Co,Stock,8/7/2020,199.93,USD,-
Procter & Gamble,Stock,8/7/2020,134.3407,USD,-
Prudential Finl,Stock,8/7/2020,67.96000000000001,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,8/7/2020,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,8/7/2020,53.62,USD,-
Starbucks Corp,Stock,8/7/2020,76.2,USD,-
United Parcel SRVC Class                  B,Stock,8/7/2020,156.9,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,8/7/2020,1077.3978000000004,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,8/7/2020,1024.0133,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,8/7/2020,1048.8433333333332,USD,1
Vanguard FTSE Developed Markets ETF,ETF,8/7/2020,40.96,USD,-
Verizon Communicatn,Stock,8/7/2020,58.53,USD,-
Virginia State Res  5%22 **Partial**,Bond,8/7/2020,1122.1533333333334,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,8/7/2020,1118.764,USD,1
VMware Inc Class A,Stock,8/7/2020,0.0,USD,-
WalMart Inc,Stock,8/7/2020,129.97,USD,-
Walt Disney Co,Stock,8/7/2020,129.93,USD,-
Abbvie Inc,Stock,8/8/2020,94.1,USD,-
Adobe Inc,Stock,8/8/2020,449.57,USD,-
Agilent Technologies,Stock,8/8/2020,0.0,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,8/8/2020,252.1,USD,-
Alphabet Inc. Class                  A,Stock,8/8/2020,1498.37,USD,-
Amgen Inc.,Stock,8/8/2020,240.69,USD,-
Apple Inc,Stock,8/8/2020,445.27,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,8/8/2020,1111.5778,USD,1
Bank Of America Corp,Stock,8/8/2020,26.11,USD,-
Becton Dickinson&co,Stock,8/8/2020,256.41,USD,-
BlackRock Inc,Stock,8/8/2020,588.19,USD,-
Borgwarner Inc Com,Stock,8/8/2020,0.0,USD,-
Boston Scientific Co,Stock,8/8/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,8/8/2020,0.0,USD,-
Broadcom Inc,Stock,8/8/2020,0.0,USD,-
Cash,Cash,8/8/2020,1.0,USD,-
Cerner Corp,Stock,8/8/2020,70.04,USD,-
Change Healthcare Inc,Stock,8/8/2020,0.0,USD,-
Charles Schwab Corp,Stock,8/8/2020,34.22,USD,-
Chevron Corp,Stock,8/8/2020,86.8,USD,-
CIGNA Corp,Stock,8/8/2020,178.19,USD,-
Cisco Systems Inc,Stock,8/8/2020,47.43,USD,-
Comcast Corp Class                  A,Stock,8/8/2020,42.81,USD,-
Cummins Inc,Stock,8/8/2020,199.27,USD,-
Discover Finl S,Stock,8/8/2020,51.38999999999999,USD,-
Eastman Chemical Co,Stock,8/8/2020,73.06,USD,-
Emerson Electric Co,Stock,8/8/2020,66.37,USD,-
Exxon Mobil Corp,Stock,8/8/2020,43.44,USD,-
Facebook Inc Class                  A,Stock,8/8/2020,268.44,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,8/8/2020,1171.2589,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,8/8/2020,1171.1456,USD,1
Home Depot Inc,Stock,8/8/2020,271.64,USD,-
Intel Corp,Stock,8/8/2020,48.36,USD,-
iShares Core S&P Mid Cap ETF,ETF,8/8/2020,193.52,USD,-
iShares MSCI EAFE Growth ETF,ETF,8/8/2020,88.03,USD,-
iShares MSCI Emerging Markets ETF,ETF,8/8/2020,43.87,USD,-
